gene,n_groups,F,pval,qval
Pcna,2,110.60145167940053,9.161210006860818e-26,1.370639399210937e-25
Cds2,2,858.7366844650379,6.724184329949582e-183,3.686565125454904e-182
Gpcpd1,2,423.06422737554345,1.507319262239246e-92,4.5128307133648655e-92
Shld1,2,19.245075733949843,1.1586378519289896e-05,1.3113874797161518e-05
Chgb,2,3406.473646385194,0.0,0.0
Trmt6,2,669.7025557297118,4.6434227859153926e-144,2.0205245825283734e-143
Mcm8,2,183.61891616380296,1.4958969565520124e-41,2.699043704550529e-41
Crls1,2,203.50503577483934,7.901693020536665e-46,1.5011754920188486e-45
Tmx4,2,2621.575172791736,0.0,0.0
Plcb1,2,5186.934659047613,0.0,0.0
Plcb4,2,461.6003902323738,1.1614820108750822e-100,3.720197899515918e-100
Lamp5,2,1421.8938755422705,1.6133125571588722e-295,1.5082438822178533e-294
Pak5,2,4842.571166015001,0.0,0.0
Ankef1,2,486.42309870888676,7.111259980514681e-106,2.3739765126249312e-105
Snap25,2,11250.568534856748,0.0,0.0
Mkks,2,20.883067345768534,4.926476993712583e-06,5.6102079558187304e-06
Slx4ip,2,426.2530878862631,3.205549072686902e-93,9.653525856162901e-93
Jag1,2,27.44361743799626,1.6424688232158273e-07,1.9130133301283627e-07
Btbd3,2,541.6750774915371,1.9244837629127032e-117,7.021551854300242e-117
Sptlc3,2,0.8548673038931064,0.3551960515345911,0.36352861760094995
Ism1,2,96.9311164170165,8.610302195611939e-23,1.2369260121749638e-22
Tasp1,2,1733.520997826994,0.0,0.0
Esf1,2,637.1979615144799,2.5138998713787317e-137,1.0537068534664386e-136
Ndufaf5,2,378.2063684997359,4.504950935765242e-83,1.2392560270444258e-82
Macrod2,2,7798.011396862791,0.0,0.0
Flrt3,2,3143.953098334455,0.0,0.0
Kif16b,2,1074.0141948186824,1.751133523275261e-226,1.205654076107516e-225
Snrpb2,2,127.8648589266261,1.645610442820646e-29,2.580326451921027e-29
Pcsk2,2,13688.368786893103,0.0,0.0
Dstn,2,503.35983325475837,1.9989485560548735e-109,6.881372672339495e-109
Rrbp1,2,162.85809843532772,4.463719917846656e-37,7.653565489757624e-37
Snx5,2,271.7665822047563,1.8947260350767087e-60,4.219985413459136e-60
Mgme1,2,1.8251651150860384,0.17672299666861233,0.18300455273335914
Ovol2,2,610.108776531778,1.0582897379011398e-131,4.279966071184555e-131
Kat14,2,269.67523199642653,5.298131781334457e-60,1.1735533313558154e-59
Dzank1,2,2935.9022585443445,0.0,0.0
Polr3f,2,314.27852145343263,1.6493197337188823e-69,4.0106408825404513e-69
Rbbp9,2,119.95863572212116,8.522858226884006e-28,1.3054171331907008e-27
Sec23b,2,149.35189671658867,3.68445036608256e-34,6.091320419467762e-34
Smim26,2,41.95903523569009,9.653292222992247e-11,1.1792775546938734e-10
Dtd1,2,1522.6313458532377,3.369153366e-315,3.4048597604e-314
Slc24a3,2,159.6246539230032,2.226133038301634e-36,3.784397817563582e-36
Rin2,2,928.170123108263,4.969599289972248e-197,2.9447026418610526e-196
Naa20,2,675.8444507642591,2.490863165131528e-145,1.0920533088507683e-144
Crnkl1,2,131.8952918439859,2.2036377760200425e-30,3.488505195051295e-30
Cfap61,2,233.21105446554498,3.341611917609999e-52,6.832672553238396e-52
Ralgapa2,2,4442.140906246996,0.0,0.0
Kiz,2,43.09968566401416,5.397938261300311e-11,6.610629831057623e-11
Xrn2,2,574.2485310207815,3.0735618558871966e-124,1.1807784395998294e-123
Nkx2-2,2,214.75487532224216,3.032529696384442e-48,5.928286930258062e-48
